STATISTIC,STATISTIC Label,TLIST(M1),Month,C02071V02502,Selected Base Reference Period,UNIT,VALUE
CPM02,Consumer Price Index,195306,1953 June,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,195306,1953 June,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195306,1953 June,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195306,1953 June,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195306,1953 June,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195306,1953 June,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195306,1953 June,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195306,1953 June,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195306,1953 June,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195306,1953 June,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195306,1953 June,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195307,1953 July,1,Base July 1914=100,Base = 100,399
CPM02,Consumer Price Index,195307,1953 July,2,Base August 1947=100,Base = 100,125
CPM02,Consumer Price Index,195307,1953 July,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,195307,1953 July,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195307,1953 July,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195307,1953 July,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195307,1953 July,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195307,1953 July,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195307,1953 July,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195307,1953 July,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195307,1953 July,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195307,1953 July,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195307,1953 July,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195308,1953 August,1,Base July 1914=100,Base = 100,399
CPM02,Consumer Price Index,195308,1953 August,2,Base August 1947=100,Base = 100,125
CPM02,Consumer Price Index,195308,1953 August,3,Base August 1953=100,Base = 100,100
CPM02,Consumer Price Index,195308,1953 August,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195308,1953 August,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195308,1953 August,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195308,1953 August,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195308,1953 August,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195308,1953 August,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195308,1953 August,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195308,1953 August,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195308,1953 August,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195308,1953 August,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195309,1953 September,1,Base July 1914=100,Base = 100,399
CPM02,Consumer Price Index,195309,1953 September,2,Base August 1947=100,Base = 100,125
CPM02,Consumer Price Index,195309,1953 September,3,Base August 1953=100,Base = 100,100
CPM02,Consumer Price Index,195309,1953 September,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195309,1953 September,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195309,1953 September,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195309,1953 September,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195309,1953 September,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195309,1953 September,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195309,1953 September,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195309,1953 September,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195309,1953 September,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195309,1953 September,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195310,1953 October,1,Base July 1914=100,Base = 100,399.1
CPM02,Consumer Price Index,195310,1953 October,2,Base August 1947=100,Base = 100,125.1
CPM02,Consumer Price Index,195310,1953 October,3,Base August 1953=100,Base = 100,100.1
CPM02,Consumer Price Index,195310,1953 October,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195310,1953 October,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195310,1953 October,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195310,1953 October,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195310,1953 October,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195310,1953 October,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195310,1953 October,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195310,1953 October,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195310,1953 October,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195310,1953 October,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195311,1953 November,1,Base July 1914=100,Base = 100,399.1
CPM02,Consumer Price Index,195311,1953 November,2,Base August 1947=100,Base = 100,125.1
CPM02,Consumer Price Index,195311,1953 November,3,Base August 1953=100,Base = 100,100.1
CPM02,Consumer Price Index,195311,1953 November,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195311,1953 November,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195311,1953 November,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195311,1953 November,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195311,1953 November,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195311,1953 November,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195311,1953 November,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195311,1953 November,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195311,1953 November,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195311,1953 November,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195312,1953 December,1,Base July 1914=100,Base = 100,399.1
CPM02,Consumer Price Index,195312,1953 December,2,Base August 1947=100,Base = 100,125.1
CPM02,Consumer Price Index,195312,1953 December,3,Base August 1953=100,Base = 100,100.1
CPM02,Consumer Price Index,195312,1953 December,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195312,1953 December,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195312,1953 December,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195312,1953 December,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195312,1953 December,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195312,1953 December,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195312,1953 December,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195312,1953 December,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195312,1953 December,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195312,1953 December,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195401,1954 January,1,Base July 1914=100,Base = 100,396.4
CPM02,Consumer Price Index,195401,1954 January,2,Base August 1947=100,Base = 100,124.2
CPM02,Consumer Price Index,195401,1954 January,3,Base August 1953=100,Base = 100,99.4
CPM02,Consumer Price Index,195401,1954 January,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195401,1954 January,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195401,1954 January,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195401,1954 January,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195401,1954 January,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195401,1954 January,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195401,1954 January,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195401,1954 January,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195401,1954 January,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195401,1954 January,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195402,1954 February,1,Base July 1914=100,Base = 100,396.4
CPM02,Consumer Price Index,195402,1954 February,2,Base August 1947=100,Base = 100,124.2
CPM02,Consumer Price Index,195402,1954 February,3,Base August 1953=100,Base = 100,99.4
CPM02,Consumer Price Index,195402,1954 February,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195402,1954 February,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195402,1954 February,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195402,1954 February,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195402,1954 February,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195402,1954 February,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195402,1954 February,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195402,1954 February,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195402,1954 February,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195402,1954 February,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195403,1954 March,1,Base July 1914=100,Base = 100,396.4
CPM02,Consumer Price Index,195403,1954 March,2,Base August 1947=100,Base = 100,124.2
CPM02,Consumer Price Index,195403,1954 March,3,Base August 1953=100,Base = 100,99.4
CPM02,Consumer Price Index,195403,1954 March,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195403,1954 March,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195403,1954 March,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195403,1954 March,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195403,1954 March,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195403,1954 March,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195403,1954 March,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195403,1954 March,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195403,1954 March,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195403,1954 March,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195404,1954 April,1,Base July 1914=100,Base = 100,396.8
CPM02,Consumer Price Index,195404,1954 April,2,Base August 1947=100,Base = 100,124.4
CPM02,Consumer Price Index,195404,1954 April,3,Base August 1953=100,Base = 100,99.5
CPM02,Consumer Price Index,195404,1954 April,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195404,1954 April,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195404,1954 April,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195404,1954 April,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195404,1954 April,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195404,1954 April,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195404,1954 April,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195404,1954 April,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195404,1954 April,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195404,1954 April,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195405,1954 May,1,Base July 1914=100,Base = 100,396.8
CPM02,Consumer Price Index,195405,1954 May,2,Base August 1947=100,Base = 100,124.4
CPM02,Consumer Price Index,195405,1954 May,3,Base August 1953=100,Base = 100,99.5
CPM02,Consumer Price Index,195405,1954 May,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195405,1954 May,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195405,1954 May,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195405,1954 May,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195405,1954 May,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195405,1954 May,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195405,1954 May,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195405,1954 May,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195405,1954 May,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195405,1954 May,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195406,1954 June,1,Base July 1914=100,Base = 100,396.8
CPM02,Consumer Price Index,195406,1954 June,2,Base August 1947=100,Base = 100,124.4
CPM02,Consumer Price Index,195406,1954 June,3,Base August 1953=100,Base = 100,99.5
CPM02,Consumer Price Index,195406,1954 June,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195406,1954 June,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195406,1954 June,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195406,1954 June,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195406,1954 June,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195406,1954 June,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195406,1954 June,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195406,1954 June,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195406,1954 June,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195406,1954 June,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195407,1954 July,1,Base July 1914=100,Base = 100,403.1
CPM02,Consumer Price Index,195407,1954 July,2,Base August 1947=100,Base = 100,126.4
CPM02,Consumer Price Index,195407,1954 July,3,Base August 1953=100,Base = 100,101.1
CPM02,Consumer Price Index,195407,1954 July,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195407,1954 July,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195407,1954 July,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195407,1954 July,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195407,1954 July,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195407,1954 July,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195407,1954 July,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195407,1954 July,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195407,1954 July,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195407,1954 July,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195408,1954 August,1,Base July 1914=100,Base = 100,403.1
CPM02,Consumer Price Index,195408,1954 August,2,Base August 1947=100,Base = 100,126.4
CPM02,Consumer Price Index,195408,1954 August,3,Base August 1953=100,Base = 100,101.1
CPM02,Consumer Price Index,195408,1954 August,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195408,1954 August,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195408,1954 August,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195408,1954 August,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195408,1954 August,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195408,1954 August,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195408,1954 August,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195408,1954 August,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195408,1954 August,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195408,1954 August,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195409,1954 September,1,Base July 1914=100,Base = 100,403.1
CPM02,Consumer Price Index,195409,1954 September,2,Base August 1947=100,Base = 100,126.4
CPM02,Consumer Price Index,195409,1954 September,3,Base August 1953=100,Base = 100,101.1
CPM02,Consumer Price Index,195409,1954 September,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195409,1954 September,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195409,1954 September,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195409,1954 September,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195409,1954 September,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195409,1954 September,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195409,1954 September,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195409,1954 September,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195409,1954 September,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195409,1954 September,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195410,1954 October,1,Base July 1914=100,Base = 100,400.7
CPM02,Consumer Price Index,195410,1954 October,2,Base August 1947=100,Base = 100,125.6
CPM02,Consumer Price Index,195410,1954 October,3,Base August 1953=100,Base = 100,100.5
CPM02,Consumer Price Index,195410,1954 October,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195410,1954 October,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195410,1954 October,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195410,1954 October,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195410,1954 October,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195410,1954 October,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195410,1954 October,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195410,1954 October,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195410,1954 October,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195410,1954 October,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195411,1954 November,1,Base July 1914=100,Base = 100,400.7
CPM02,Consumer Price Index,195411,1954 November,2,Base August 1947=100,Base = 100,125.6
CPM02,Consumer Price Index,195411,1954 November,3,Base August 1953=100,Base = 100,100.5
CPM02,Consumer Price Index,195411,1954 November,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195411,1954 November,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195411,1954 November,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195411,1954 November,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195411,1954 November,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195411,1954 November,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195411,1954 November,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195411,1954 November,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195411,1954 November,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195411,1954 November,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195412,1954 December,1,Base July 1914=100,Base = 100,400.7
CPM02,Consumer Price Index,195412,1954 December,2,Base August 1947=100,Base = 100,125.6
CPM02,Consumer Price Index,195412,1954 December,3,Base August 1953=100,Base = 100,100.5
CPM02,Consumer Price Index,195412,1954 December,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195412,1954 December,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195412,1954 December,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195412,1954 December,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195412,1954 December,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195412,1954 December,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195412,1954 December,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195412,1954 December,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195412,1954 December,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195412,1954 December,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195501,1955 January,1,Base July 1914=100,Base = 100,403.5
CPM02,Consumer Price Index,195501,1955 January,2,Base August 1947=100,Base = 100,126.5
CPM02,Consumer Price Index,195501,1955 January,3,Base August 1953=100,Base = 100,101.2
CPM02,Consumer Price Index,195501,1955 January,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195501,1955 January,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195501,1955 January,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195501,1955 January,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195501,1955 January,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195501,1955 January,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195501,1955 January,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195501,1955 January,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195501,1955 January,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195501,1955 January,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195502,1955 February,1,Base July 1914=100,Base = 100,403.5
CPM02,Consumer Price Index,195502,1955 February,2,Base August 1947=100,Base = 100,126.5
CPM02,Consumer Price Index,195502,1955 February,3,Base August 1953=100,Base = 100,101.2
CPM02,Consumer Price Index,195502,1955 February,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195502,1955 February,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195502,1955 February,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195502,1955 February,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195502,1955 February,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195502,1955 February,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195502,1955 February,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195502,1955 February,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195502,1955 February,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195502,1955 February,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195503,1955 March,1,Base July 1914=100,Base = 100,403.5
CPM02,Consumer Price Index,195503,1955 March,2,Base August 1947=100,Base = 100,126.5
CPM02,Consumer Price Index,195503,1955 March,3,Base August 1953=100,Base = 100,101.2
CPM02,Consumer Price Index,195503,1955 March,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195503,1955 March,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195503,1955 March,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195503,1955 March,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195503,1955 March,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195503,1955 March,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195503,1955 March,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195503,1955 March,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195503,1955 March,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195503,1955 March,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195504,1955 April,1,Base July 1914=100,Base = 100,406.7
CPM02,Consumer Price Index,195504,1955 April,2,Base August 1947=100,Base = 100,127.5
CPM02,Consumer Price Index,195504,1955 April,3,Base August 1953=100,Base = 100,102
CPM02,Consumer Price Index,195504,1955 April,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195504,1955 April,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195504,1955 April,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195504,1955 April,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195504,1955 April,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195504,1955 April,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195504,1955 April,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195504,1955 April,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195504,1955 April,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195504,1955 April,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195505,1955 May,1,Base July 1914=100,Base = 100,406.7
CPM02,Consumer Price Index,195505,1955 May,2,Base August 1947=100,Base = 100,127.5
CPM02,Consumer Price Index,195505,1955 May,3,Base August 1953=100,Base = 100,102
CPM02,Consumer Price Index,195505,1955 May,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195505,1955 May,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195505,1955 May,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195505,1955 May,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195505,1955 May,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195505,1955 May,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195505,1955 May,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195505,1955 May,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195505,1955 May,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195505,1955 May,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195506,1955 June,1,Base July 1914=100,Base = 100,406.7
CPM02,Consumer Price Index,195506,1955 June,2,Base August 1947=100,Base = 100,127.5
CPM02,Consumer Price Index,195506,1955 June,3,Base August 1953=100,Base = 100,102
CPM02,Consumer Price Index,195506,1955 June,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195506,1955 June,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195506,1955 June,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195506,1955 June,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195506,1955 June,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195506,1955 June,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195506,1955 June,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195506,1955 June,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195506,1955 June,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195506,1955 June,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195507,1955 July,1,Base July 1914=100,Base = 100,409.5
CPM02,Consumer Price Index,195507,1955 July,2,Base August 1947=100,Base = 100,128.4
CPM02,Consumer Price Index,195507,1955 July,3,Base August 1953=100,Base = 100,102.7
CPM02,Consumer Price Index,195507,1955 July,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195507,1955 July,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195507,1955 July,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195507,1955 July,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195507,1955 July,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195507,1955 July,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195507,1955 July,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195507,1955 July,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195507,1955 July,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195507,1955 July,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195508,1955 August,1,Base July 1914=100,Base = 100,409.5
CPM02,Consumer Price Index,195508,1955 August,2,Base August 1947=100,Base = 100,128.4
CPM02,Consumer Price Index,195508,1955 August,3,Base August 1953=100,Base = 100,102.7
CPM02,Consumer Price Index,195508,1955 August,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195508,1955 August,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195508,1955 August,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195508,1955 August,7,Base November 1989=100,Base = 100,
