STATISTIC,STATISTIC Label,TLIST(M1),Month,C02071V02502,Selected Base Reference Period,UNIT,VALUE
CPM02,Consumer Price Index,192201,1922 January,1,Base July 1914=100,Base = 100,191
CPM02,Consumer Price Index,192201,1922 January,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192201,1922 January,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192201,1922 January,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192201,1922 January,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192201,1922 January,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192201,1922 January,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192201,1922 January,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192201,1922 January,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192201,1922 January,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192201,1922 January,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192201,1922 January,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192201,1922 January,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,1,Base July 1914=100,Base = 100,191
CPM02,Consumer Price Index,192202,1922 February,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192202,1922 February,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,1,Base July 1914=100,Base = 100,191
CPM02,Consumer Price Index,192203,1922 March,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192203,1922 March,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,1,Base July 1914=100,Base = 100,191
CPM02,Consumer Price Index,192204,1922 April,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192204,1922 April,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,1,Base July 1914=100,Base = 100,191
CPM02,Consumer Price Index,192205,1922 May,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192205,1922 May,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,1,Base July 1914=100,Base = 100,185
CPM02,Consumer Price Index,192206,1922 June,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192206,1922 June,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,1,Base July 1914=100,Base = 100,185
CPM02,Consumer Price Index,192207,1922 July,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192207,1922 July,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,1,Base July 1914=100,Base = 100,185
CPM02,Consumer Price Index,192208,1922 August,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192208,1922 August,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,1,Base July 1914=100,Base = 100,185
CPM02,Consumer Price Index,192209,1922 September,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192209,1922 September,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,1,Base July 1914=100,Base = 100,189
CPM02,Consumer Price Index,192210,1922 October,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192210,1922 October,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,1,Base July 1914=100,Base = 100,189
CPM02,Consumer Price Index,192211,1922 November,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192211,1922 November,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,1,Base July 1914=100,Base = 100,189
CPM02,Consumer Price Index,192212,1922 December,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192212,1922 December,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,1,Base July 1914=100,Base = 100,190
CPM02,Consumer Price Index,192301,1923 January,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192301,1923 January,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,1,Base July 1914=100,Base = 100,190
CPM02,Consumer Price Index,192302,1923 February,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192302,1923 February,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,1,Base July 1914=100,Base = 100,190
CPM02,Consumer Price Index,192303,1923 March,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192303,1923 March,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,1,Base July 1914=100,Base = 100,181
CPM02,Consumer Price Index,192304,1923 April,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192304,1923 April,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,1,Base July 1914=100,Base = 100,181
CPM02,Consumer Price Index,192305,1923 May,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192305,1923 May,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,1,Base July 1914=100,Base = 100,181
CPM02,Consumer Price Index,192306,1923 June,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192306,1923 June,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,1,Base July 1914=100,Base = 100,180
CPM02,Consumer Price Index,192307,1923 July,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192307,1923 July,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,1,Base July 1914=100,Base = 100,180
CPM02,Consumer Price Index,192308,1923 August,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192308,1923 August,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,1,Base July 1914=100,Base = 100,180
CPM02,Consumer Price Index,192309,1923 September,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192309,1923 September,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,1,Base July 1914=100,Base = 100,186
CPM02,Consumer Price Index,192310,1923 October,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192310,1923 October,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,1,Base July 1914=100,Base = 100,186
CPM02,Consumer Price Index,192311,1923 November,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192311,1923 November,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,1,Base July 1914=100,Base = 100,186
CPM02,Consumer Price Index,192312,1923 December,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192312,1923 December,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,1,Base July 1914=100,Base = 100,188
CPM02,Consumer Price Index,192401,1924 January,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192401,1924 January,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,1,Base July 1914=100,Base = 100,188
CPM02,Consumer Price Index,192402,1924 February,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192402,1924 February,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192403,1924 March,1,Base July 1914=100,Base = 100,188
CPM02,Consumer Price Index,192403,1924 March,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192403,1924 March,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192403,1924 March,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192403,1924 March,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192403,1924 March,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192403,1924 March,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192403,1924 March,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192403,1924 March,9,Base December 2001=100,Base = 100,
