"STATISTIC","Statistic Label","TLIST(M1)","Month","C02106V02545","Location","UNIT","VALUE"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M07","2017 July","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M07","2017 July","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M07","2017 July","5","Rural areas","%","-0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M08","2017 August","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M08","2017 August","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M08","2017 August","5","Rural areas","%","-0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M09","2017 September","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M09","2017 September","1","Urban areas","%","0.1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M09","2017 September","5","Rural areas","%","-0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M10","2017 October","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M10","2017 October","1","Urban areas","%","0.1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M10","2017 October","5","Rural areas","%","-0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M11","2017 November","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M11","2017 November","1","Urban areas","%","0.1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M11","2017 November","5","Rural areas","%","-0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M12","2017 December","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M12","2017 December","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2017M12","2017 December","5","Rural areas","%","-0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M01","2018 January","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M01","2018 January","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M01","2018 January","5","Rural areas","%","-0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M02","2018 February","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M02","2018 February","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M02","2018 February","5","Rural areas","%","-0.6"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M03","2018 March","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M03","2018 March","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M03","2018 March","5","Rural areas","%","-0.6"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M04","2018 April","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M04","2018 April","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M04","2018 April","5","Rural areas","%","-0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M05","2018 May","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M05","2018 May","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M05","2018 May","5","Rural areas","%","-0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M06","2018 June","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M06","2018 June","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M06","2018 June","5","Rural areas","%","-0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M07","2018 July","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M07","2018 July","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M07","2018 July","5","Rural areas","%","-0.7"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M08","2018 August","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M08","2018 August","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M08","2018 August","5","Rural areas","%","-0.7"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M09","2018 September","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M09","2018 September","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M09","2018 September","5","Rural areas","%","-0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M10","2018 October","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M10","2018 October","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M10","2018 October","5","Rural areas","%","-0.6"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M11","2018 November","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M11","2018 November","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M11","2018 November","5","Rural areas","%","-0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M12","2018 December","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M12","2018 December","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2018M12","2018 December","5","Rural areas","%","-0.7"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M01","2019 January","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M01","2019 January","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M01","2019 January","5","Rural areas","%","-0.8"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M02","2019 February","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M02","2019 February","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M02","2019 February","5","Rural areas","%","-0.8"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M03","2019 March","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M03","2019 March","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M03","2019 March","5","Rural areas","%","-1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M04","2019 April","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M04","2019 April","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M04","2019 April","5","Rural areas","%","-1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M05","2019 May","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M05","2019 May","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M05","2019 May","5","Rural areas","%","-0.8"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M06","2019 June","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M06","2019 June","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M06","2019 June","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M07","2019 July","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M07","2019 July","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M07","2019 July","5","Rural areas","%","-1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M08","2019 August","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M08","2019 August","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M08","2019 August","5","Rural areas","%","-1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M09","2019 September","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M09","2019 September","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M09","2019 September","5","Rural areas","%","-1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M10","2019 October","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M10","2019 October","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M10","2019 October","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M11","2019 November","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M11","2019 November","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M11","2019 November","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M12","2019 December","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M12","2019 December","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2019M12","2019 December","5","Rural areas","%","-1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M01","2020 January","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M01","2020 January","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M01","2020 January","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M02","2020 February","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M02","2020 February","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M02","2020 February","5","Rural areas","%","-1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M03","2020 March","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M03","2020 March","1","Urban areas","%","0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M03","2020 March","5","Rural areas","%","-1.1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M04","2020 April","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M04","2020 April","1","Urban areas","%","0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M04","2020 April","5","Rural areas","%","-1.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M05","2020 May","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M05","2020 May","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M05","2020 May","5","Rural areas","%","-1.1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M06","2020 June","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M06","2020 June","1","Urban areas","%","0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M06","2020 June","5","Rural areas","%","-1.1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M07","2020 July","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M07","2020 July","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M07","2020 July","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M08","2020 August","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M08","2020 August","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M08","2020 August","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M09","2020 September","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M09","2020 September","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M09","2020 September","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M10","2020 October","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M10","2020 October","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M10","2020 October","5","Rural areas","%","-0.8"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M11","2020 November","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M11","2020 November","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M11","2020 November","5","Rural areas","%","-0.8"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M12","2020 December","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M12","2020 December","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2020M12","2020 December","5","Rural areas","%","-1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M01","2021 January","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M01","2021 January","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M01","2021 January","5","Rural areas","%","-1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M02","2021 February","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M02","2021 February","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M02","2021 February","5","Rural areas","%","-1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M03","2021 March","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M03","2021 March","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M03","2021 March","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M04","2021 April","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M04","2021 April","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M04","2021 April","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M05","2021 May","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M05","2021 May","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M05","2021 May","5","Rural areas","%","-0.8"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M06","2021 June","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M06","2021 June","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M06","2021 June","5","Rural areas","%","-0.8"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M07","2021 July","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M07","2021 July","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M07","2021 July","5","Rural areas","%","-0.8"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M08","2021 August","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M08","2021 August","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M08","2021 August","5","Rural areas","%","-0.7"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M09","2021 September","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M09","2021 September","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M09","2021 September","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M10","2021 October","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M10","2021 October","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M10","2021 October","5","Rural areas","%","-0.8"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M11","2021 November","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M11","2021 November","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M11","2021 November","5","Rural areas","%","-0.7"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M12","2021 December","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M12","2021 December","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2021M12","2021 December","5","Rural areas","%","-0.7"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M01","2022 January","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M01","2022 January","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M01","2022 January","5","Rural areas","%","-0.7"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M02","2022 February","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M02","2022 February","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M02","2022 February","5","Rural areas","%","-0.7"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M03","2022 March","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M03","2022 March","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M03","2022 March","5","Rural areas","%","-0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M04","2022 April","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M04","2022 April","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M04","2022 April","5","Rural areas","%","-0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M05","2022 May","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M05","2022 May","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M05","2022 May","5","Rural areas","%","-0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M06","2022 June","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M06","2022 June","1","Urban areas","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M06","2022 June","5","Rural areas","%","-0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M07","2022 July","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M07","2022 July","1","Urban areas","%","0.1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M07","2022 July","5","Rural areas","%","-0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M08","2022 August","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M08","2022 August","1","Urban areas","%","0.1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M08","2022 August","5","Rural areas","%","-0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M09","2022 September","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M09","2022 September","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M09","2022 September","5","Rural areas","%","-0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M10","2022 October","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M10","2022 October","1","Urban areas","%","0.1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M10","2022 October","5","Rural areas","%","-0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M11","2022 November","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M11","2022 November","1","Urban areas","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M11","2022 November","5","Rural areas","%","-0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M12","2022 December","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M12","2022 December","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2022M12","2022 December","5","Rural areas","%","-0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M01","2023 January","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M01","2023 January","1","Urban areas","%","0.1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M01","2023 January","5","Rural areas","%","-0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M02","2023 February","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M02","2023 February","1","Urban areas","%","0.2"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M02","2023 February","5","Rural areas","%","-0.5"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M03","2023 March","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M03","2023 March","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M03","2023 March","5","Rural areas","%","-0.7"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M04","2023 April","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M04","2023 April","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M04","2023 April","5","Rural areas","%","-0.7"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M05","2023 May","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M05","2023 May","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M05","2023 May","5","Rural areas","%","-0.8"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M06","2023 June","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M06","2023 June","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M06","2023 June","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M07","2023 July","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M07","2023 July","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M07","2023 July","5","Rural areas","%","-1.1"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M08","2023 August","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M08","2023 August","1","Urban areas","%","0.4"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M08","2023 August","5","Rural areas","%","-0.9"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M09","2023 September","-","State","%","0"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M09","2023 September","1","Urban areas","%","0.3"
"EIHC03C02","Difference from overall Consumer Price Index since December 2016","2023M09","2023 September","5","Rural areas","%","-0.6"
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2016M12","2016 December","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2016M12","2016 December","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2016M12","2016 December","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M01","2017 January","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M01","2017 January","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M01","2017 January","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M02","2017 February","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M02","2017 February","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M02","2017 February","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M03","2017 March","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M03","2017 March","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M03","2017 March","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M04","2017 April","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M04","2017 April","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M04","2017 April","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M05","2017 May","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M05","2017 May","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M05","2017 May","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M06","2017 June","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M06","2017 June","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M06","2017 June","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M07","2017 July","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M07","2017 July","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M07","2017 July","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M08","2017 August","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M08","2017 August","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M08","2017 August","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M09","2017 September","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M09","2017 September","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M09","2017 September","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M10","2017 October","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M10","2017 October","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M10","2017 October","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M11","2017 November","-","State","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M11","2017 November","1","Urban areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M11","2017 November","5","Rural areas","%",""
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M12","2017 December","-","State","%","0.4"
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M12","2017 December","1","Urban areas","%","0.6"
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2017M12","2017 December","5","Rural areas","%","0"
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2018M01","2018 January","-","State","%","0.2"
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2018M01","2018 January","1","Urban areas","%","0.4"
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2018M01","2018 January","5","Rural areas","%","-0.3"
"EIHC03C03","Percentage change over 12 months for Consumer Price Index","2018M02","2018 February","-","State","%","0.4"
