"STATISTIC","Statistic Label","TLIST(A1)","Year","C01779V03424","Commodity Group","UNIT","VALUE"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2010","2010","03","Clothing and footwear","Base Dec 2016=100","115.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2010","2010","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","88.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2010","2010","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","120.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2010","2010","06","Health","Base Dec 2016=100","94.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2010","2010","07","Transport","Base Dec 2016=100","102.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2010","2010","08","Communications","Base Dec 2016=100","106.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2010","2010","09","Recreation and culture","Base Dec 2016=100","105.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2010","2010","10","Education","Base Dec 2016=100","76.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2010","2010","11","Restaurants and hotels","Base Dec 2016=100","93.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2010","2010","12","Miscellaneous goods and services","Base Dec 2016=100","80.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","-","All items","Base Dec 2016=100","98.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","01","Food and non-alcoholic beverages","Base Dec 2016=100","106"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","02","Alcoholic beverages and tobacco","Base Dec 2016=100","87.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","03","Clothing and footwear","Base Dec 2016=100","113.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","97"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","117.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","06","Health","Base Dec 2016=100","97.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","07","Transport","Base Dec 2016=100","105.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","08","Communications","Base Dec 2016=100","109.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","09","Recreation and culture","Base Dec 2016=100","104.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","10","Education","Base Dec 2016=100","76.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","11","Restaurants and hotels","Base Dec 2016=100","92.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2011","2011","12","Miscellaneous goods and services","Base Dec 2016=100","85.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","-","All items","Base Dec 2016=100","99.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","01","Food and non-alcoholic beverages","Base Dec 2016=100","106.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","02","Alcoholic beverages and tobacco","Base Dec 2016=100","90.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","03","Clothing and footwear","Base Dec 2016=100","113.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","97.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","115"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","06","Health","Base Dec 2016=100","97.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","07","Transport","Base Dec 2016=100","111.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","08","Communications","Base Dec 2016=100","107.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","09","Recreation and culture","Base Dec 2016=100","103.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","10","Education","Base Dec 2016=100","83.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","11","Restaurants and hotels","Base Dec 2016=100","92.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2012","2012","12","Miscellaneous goods and services","Base Dec 2016=100","89.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","-","All items","Base Dec 2016=100","100.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","01","Food and non-alcoholic beverages","Base Dec 2016=100","107.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","02","Alcoholic beverages and tobacco","Base Dec 2016=100","95.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","03","Clothing and footwear","Base Dec 2016=100","110"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","98.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","110.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","06","Health","Base Dec 2016=100","98.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","07","Transport","Base Dec 2016=100","110.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","08","Communications","Base Dec 2016=100","103.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","09","Recreation and culture","Base Dec 2016=100","103.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","10","Education","Base Dec 2016=100","87.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","11","Restaurants and hotels","Base Dec 2016=100","94.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2013","2013","12","Miscellaneous goods and services","Base Dec 2016=100","91.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","-","All items","Base Dec 2016=100","100.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","01","Food and non-alcoholic beverages","Base Dec 2016=100","105.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","02","Alcoholic beverages and tobacco","Base Dec 2016=100","98.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","03","Clothing and footwear","Base Dec 2016=100","106.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","98.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","107.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","06","Health","Base Dec 2016=100","98.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","07","Transport","Base Dec 2016=100","108.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","08","Communications","Base Dec 2016=100","100.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","09","Recreation and culture","Base Dec 2016=100","102.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","10","Education","Base Dec 2016=100","91.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","11","Restaurants and hotels","Base Dec 2016=100","96.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2014","2014","12","Miscellaneous goods and services","Base Dec 2016=100","94.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","-","All items","Base Dec 2016=100","100.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","01","Food and non-alcoholic beverages","Base Dec 2016=100","103"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","02","Alcoholic beverages and tobacco","Base Dec 2016=100","99.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","03","Clothing and footwear","Base Dec 2016=100","102.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","99.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","105.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","06","Health","Base Dec 2016=100","98.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","07","Transport","Base Dec 2016=100","103.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","08","Communications","Base Dec 2016=100","102.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","09","Recreation and culture","Base Dec 2016=100","102.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","10","Education","Base Dec 2016=100","95.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","11","Restaurants and hotels","Base Dec 2016=100","98.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2015","2015","12","Miscellaneous goods and services","Base Dec 2016=100","95.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","-","All items","Base Dec 2016=100","100.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","01","Food and non-alcoholic beverages","Base Dec 2016=100","101.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","02","Alcoholic beverages and tobacco","Base Dec 2016=100","100.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","03","Clothing and footwear","Base Dec 2016=100","99.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","99.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","101.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","06","Health","Base Dec 2016=100","99.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","07","Transport","Base Dec 2016=100","100.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","08","Communications","Base Dec 2016=100","101.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","09","Recreation and culture","Base Dec 2016=100","101.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","10","Education","Base Dec 2016=100","98.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","11","Restaurants and hotels","Base Dec 2016=100","100.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2016","2016","12","Miscellaneous goods and services","Base Dec 2016=100","99.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","-","All items","Base Dec 2016=100","100.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","01","Food and non-alcoholic beverages","Base Dec 2016=100","99.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","02","Alcoholic beverages and tobacco","Base Dec 2016=100","101.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","03","Clothing and footwear","Base Dec 2016=100","95.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","101.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","97.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","06","Health","Base Dec 2016=100","101"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","07","Transport","Base Dec 2016=100","102.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","08","Communications","Base Dec 2016=100","100.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","09","Recreation and culture","Base Dec 2016=100","99.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","10","Education","Base Dec 2016=100","100.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","11","Restaurants and hotels","Base Dec 2016=100","102.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2017","2017","12","Miscellaneous goods and services","Base Dec 2016=100","100.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","-","All items","Base Dec 2016=100","101.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","01","Food and non-alcoholic beverages","Base Dec 2016=100","97.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","02","Alcoholic beverages and tobacco","Base Dec 2016=100","104.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","03","Clothing and footwear","Base Dec 2016=100","94.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","106.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","93.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","06","Health","Base Dec 2016=100","101.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","07","Transport","Base Dec 2016=100","103"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","08","Communications","Base Dec 2016=100","100"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","09","Recreation and culture","Base Dec 2016=100","98.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","10","Education","Base Dec 2016=100","102"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","11","Restaurants and hotels","Base Dec 2016=100","104.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2018","2018","12","Miscellaneous goods and services","Base Dec 2016=100","97.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","-","All items","Base Dec 2016=100","102.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","01","Food and non-alcoholic beverages","Base Dec 2016=100","96.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","02","Alcoholic beverages and tobacco","Base Dec 2016=100","107.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","03","Clothing and footwear","Base Dec 2016=100","92.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","110.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","90.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","06","Health","Base Dec 2016=100","102"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","07","Transport","Base Dec 2016=100","103.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","08","Communications","Base Dec 2016=100","94.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","09","Recreation and culture","Base Dec 2016=100","99.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","10","Education","Base Dec 2016=100","104.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","11","Restaurants and hotels","Base Dec 2016=100","107.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2019","2019","12","Miscellaneous goods and services","Base Dec 2016=100","97"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","-","All items","Base Dec 2016=100","101.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","01","Food and non-alcoholic beverages","Base Dec 2016=100","95.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","02","Alcoholic beverages and tobacco","Base Dec 2016=100","109.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","03","Clothing and footwear","Base Dec 2016=100","89.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","109.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","88"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","06","Health","Base Dec 2016=100","104.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","07","Transport","Base Dec 2016=100","101.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","08","Communications","Base Dec 2016=100","88.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","09","Recreation and culture","Base Dec 2016=100","100.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","10","Education","Base Dec 2016=100","107.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","11","Restaurants and hotels","Base Dec 2016=100","109"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2020","2020","12","Miscellaneous goods and services","Base Dec 2016=100","97.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","-","All items","Base Dec 2016=100","104.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","01","Food and non-alcoholic beverages","Base Dec 2016=100","95.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","02","Alcoholic beverages and tobacco","Base Dec 2016=100","112.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","03","Clothing and footwear","Base Dec 2016=100","86.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","115.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","87.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","06","Health","Base Dec 2016=100","106.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","07","Transport","Base Dec 2016=100","107.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","08","Communications","Base Dec 2016=100","88.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","09","Recreation and culture","Base Dec 2016=100","101.6"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","10","Education","Base Dec 2016=100","107.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","11","Restaurants and hotels","Base Dec 2016=100","112.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2021","2021","12","Miscellaneous goods and services","Base Dec 2016=100","98"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","-","All items","Base Dec 2016=100","112.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","01","Food and non-alcoholic beverages","Base Dec 2016=100","101.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","02","Alcoholic beverages and tobacco","Base Dec 2016=100","121.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","03","Clothing and footwear","Base Dec 2016=100","88.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","139.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","90.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","06","Health","Base Dec 2016=100","107.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","07","Transport","Base Dec 2016=100","122.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","08","Communications","Base Dec 2016=100","91"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","09","Recreation and culture","Base Dec 2016=100","104.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","10","Education","Base Dec 2016=100","105.3"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","11","Restaurants and hotels","Base Dec 2016=100","119.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2022","2022","12","Miscellaneous goods and services","Base Dec 2016=100","97.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","-","All items","Base Dec 2016=100","119.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","01","Food and non-alcoholic beverages","Base Dec 2016=100","111.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","02","Alcoholic beverages and tobacco","Base Dec 2016=100","126.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","03","Clothing and footwear","Base Dec 2016=100","91.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","161.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","92.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","06","Health","Base Dec 2016=100","111"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","07","Transport","Base Dec 2016=100","122.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","08","Communications","Base Dec 2016=100","92.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","09","Recreation and culture","Base Dec 2016=100","112.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","10","Education","Base Dec 2016=100","100.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","11","Restaurants and hotels","Base Dec 2016=100","128.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2023","2023","12","Miscellaneous goods and services","Base Dec 2016=100","98.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","-","All items","Base Dec 2016=100","121.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","01","Food and non-alcoholic beverages","Base Dec 2016=100","114.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","02","Alcoholic beverages and tobacco","Base Dec 2016=100","131.5"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","03","Clothing and footwear","Base Dec 2016=100","85.9"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","04","Housing, water, electricity, gas and other fuels","Base Dec 2016=100","161.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","05","Furnishings, household equipment and routine household maintenance","Base Dec 2016=100","92.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","06","Health","Base Dec 2016=100","113.2"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","07","Transport","Base Dec 2016=100","125.7"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","08","Communications","Base Dec 2016=100","93.1"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","09","Recreation and culture","Base Dec 2016=100","117.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","10","Education","Base Dec 2016=100","102.8"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","11","Restaurants and hotels","Base Dec 2016=100","134.4"
"CPA01C01","Consumer Price Index (Base Dec 2016=100)","2024","2024","12","Miscellaneous goods and services","Base Dec 2016=100","101.5"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","-","All items","Base Dec 2011=100","15.1"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","06","Health","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1975","1975","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","-","All items","Base Dec 2011=100","17.3"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","06","Health","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1976","1976","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","-","All items","Base Dec 2011=100","19.6"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","06","Health","Base Dec 2011=100",""
