"STATISTIC","Statistic Label","TLIST(A1)","Year","C01779V03424","Commodity Group","UNIT","VALUE"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2015","2015","06","Health","Base Dec 2001=100","158.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2015","2015","07","Transport","Base Dec 2001=100","125.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2015","2015","08","Communications","Base Dec 2001=100","103.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2015","2015","09","Recreation and culture","Base Dec 2001=100","107.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2015","2015","10","Education","Base Dec 2001=100","210.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2015","2015","11","Restaurants and hotels","Base Dec 2001=100","137.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2015","2015","12","Miscellaneous goods and services","Base Dec 2001=100","147.7"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","-","All items","Base Dec 2001=100","125.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","01","Food and non-alcoholic beverages","Base Dec 2001=100","101.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","02","Alcoholic beverages and tobacco","Base Dec 2001=100","157.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","03","Clothing and footwear","Base Dec 2001=100","52.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","04","Housing, water, electricity, gas and other fuels","Base Dec 2001=100","161.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","05","Furnishings, household equipment and routine household maintenance","Base Dec 2001=100","71.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","06","Health","Base Dec 2001=100","160.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","07","Transport","Base Dec 2001=100","121.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","08","Communications","Base Dec 2001=100","102.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","09","Recreation and culture","Base Dec 2001=100","106.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","10","Education","Base Dec 2001=100","217.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","11","Restaurants and hotels","Base Dec 2001=100","139.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2016","2016","12","Miscellaneous goods and services","Base Dec 2001=100","154"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","-","All items","Base Dec 2001=100","125.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","01","Food and non-alcoholic beverages","Base Dec 2001=100","99.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","02","Alcoholic beverages and tobacco","Base Dec 2001=100","159"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","03","Clothing and footwear","Base Dec 2001=100","50.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","04","Housing, water, electricity, gas and other fuels","Base Dec 2001=100","164.7"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","05","Furnishings, household equipment and routine household maintenance","Base Dec 2001=100","68.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","06","Health","Base Dec 2001=100","162.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","07","Transport","Base Dec 2001=100","124"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","08","Communications","Base Dec 2001=100","102"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","09","Recreation and culture","Base Dec 2001=100","104"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","10","Education","Base Dec 2001=100","221.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","11","Restaurants and hotels","Base Dec 2001=100","143.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2017","2017","12","Miscellaneous goods and services","Base Dec 2001=100","154.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","-","All items","Base Dec 2001=100","126.2"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","01","Food and non-alcoholic beverages","Base Dec 2001=100","97.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","02","Alcoholic beverages and tobacco","Base Dec 2001=100","163.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","03","Clothing and footwear","Base Dec 2001=100","49.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","04","Housing, water, electricity, gas and other fuels","Base Dec 2001=100","173.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","05","Furnishings, household equipment and routine household maintenance","Base Dec 2001=100","66"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","06","Health","Base Dec 2001=100","162.7"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","07","Transport","Base Dec 2001=100","124.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","08","Communications","Base Dec 2001=100","101"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","09","Recreation and culture","Base Dec 2001=100","103"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","10","Education","Base Dec 2001=100","224.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","11","Restaurants and hotels","Base Dec 2001=100","146.2"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2018","2018","12","Miscellaneous goods and services","Base Dec 2001=100","149.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","-","All items","Base Dec 2001=100","127.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","01","Food and non-alcoholic beverages","Base Dec 2001=100","96.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","02","Alcoholic beverages and tobacco","Base Dec 2001=100","168"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","03","Clothing and footwear","Base Dec 2001=100","49"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","04","Housing, water, electricity, gas and other fuels","Base Dec 2001=100","179.7"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","05","Furnishings, household equipment and routine household maintenance","Base Dec 2001=100","63.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","06","Health","Base Dec 2001=100","164"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","07","Transport","Base Dec 2001=100","125.2"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","08","Communications","Base Dec 2001=100","95.7"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","09","Recreation and culture","Base Dec 2001=100","103.7"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","10","Education","Base Dec 2001=100","230"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","11","Restaurants and hotels","Base Dec 2001=100","150.5"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2019","2019","12","Miscellaneous goods and services","Base Dec 2001=100","149.5"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","-","All items","Base Dec 2001=100","126.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","01","Food and non-alcoholic beverages","Base Dec 2001=100","95.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","02","Alcoholic beverages and tobacco","Base Dec 2001=100","172.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","03","Clothing and footwear","Base Dec 2001=100","47.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","04","Housing, water, electricity, gas and other fuels","Base Dec 2001=100","177.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","05","Furnishings, household equipment and routine household maintenance","Base Dec 2001=100","61.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","06","Health","Base Dec 2001=100","168.7"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","07","Transport","Base Dec 2001=100","123.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","08","Communications","Base Dec 2001=100","89"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","09","Recreation and culture","Base Dec 2001=100","105.2"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","10","Education","Base Dec 2001=100","236.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","11","Restaurants and hotels","Base Dec 2001=100","152.2"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2020","2020","12","Miscellaneous goods and services","Base Dec 2001=100","151"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","-","All items","Base Dec 2001=100","129.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","01","Food and non-alcoholic beverages","Base Dec 2001=100","95"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","02","Alcoholic beverages and tobacco","Base Dec 2001=100","176"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","03","Clothing and footwear","Base Dec 2001=100","45.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","04","Housing, water, electricity, gas and other fuels","Base Dec 2001=100","187.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","05","Furnishings, household equipment and routine household maintenance","Base Dec 2001=100","61.7"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","06","Health","Base Dec 2001=100","171.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","07","Transport","Base Dec 2001=100","130.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","08","Communications","Base Dec 2001=100","89.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","09","Recreation and culture","Base Dec 2001=100","106.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","10","Education","Base Dec 2001=100","237.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","11","Restaurants and hotels","Base Dec 2001=100","156.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2021","2021","12","Miscellaneous goods and services","Base Dec 2001=100","151"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","-","All items","Base Dec 2001=100","140.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","01","Food and non-alcoholic beverages","Base Dec 2001=100","101.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","02","Alcoholic beverages and tobacco","Base Dec 2001=100","190.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","03","Clothing and footwear","Base Dec 2001=100","46.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","04","Housing, water, electricity, gas and other fuels","Base Dec 2001=100","226.5"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","05","Furnishings, household equipment and routine household maintenance","Base Dec 2001=100","63.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","06","Health","Base Dec 2001=100","173.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","07","Transport","Base Dec 2001=100","149"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","08","Communications","Base Dec 2001=100","91.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","09","Recreation and culture","Base Dec 2001=100","109.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","10","Education","Base Dec 2001=100","232"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","11","Restaurants and hotels","Base Dec 2001=100","166.2"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2022","2022","12","Miscellaneous goods and services","Base Dec 2001=100","149.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","-","All items","Base Dec 2001=100","148.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","01","Food and non-alcoholic beverages","Base Dec 2001=100","111.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","02","Alcoholic beverages and tobacco","Base Dec 2001=100","198.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","03","Clothing and footwear","Base Dec 2001=100","48.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","04","Housing, water, electricity, gas and other fuels","Base Dec 2001=100","261.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","05","Furnishings, household equipment and routine household maintenance","Base Dec 2001=100","65.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","06","Health","Base Dec 2001=100","178.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","07","Transport","Base Dec 2001=100","148.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","08","Communications","Base Dec 2001=100","93.1"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","09","Recreation and culture","Base Dec 2001=100","117.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","10","Education","Base Dec 2001=100","221.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","11","Restaurants and hotels","Base Dec 2001=100","179.2"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2023","2023","12","Miscellaneous goods and services","Base Dec 2001=100","151.7"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","-","All items","Base Dec 2001=100","152"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","01","Food and non-alcoholic beverages","Base Dec 2001=100","114.5"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","02","Alcoholic beverages and tobacco","Base Dec 2001=100","206.3"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","03","Clothing and footwear","Base Dec 2001=100","45.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","04","Housing, water, electricity, gas and other fuels","Base Dec 2001=100","262.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","05","Furnishings, household equipment and routine household maintenance","Base Dec 2001=100","64.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","06","Health","Base Dec 2001=100","181.9"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","07","Transport","Base Dec 2001=100","152.4"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","08","Communications","Base Dec 2001=100","94"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","09","Recreation and culture","Base Dec 2001=100","122.8"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","10","Education","Base Dec 2001=100","226.5"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","11","Restaurants and hotels","Base Dec 2001=100","187.6"
"CPA01C04","Consumer Price Index (Base Dec 2001=100)","2024","2024","12","Miscellaneous goods and services","Base Dec 2001=100","156.5"
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","-","All items","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","01","Food and non-alcoholic beverages","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","02","Alcoholic beverages and tobacco","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","03","Clothing and footwear","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","04","Housing, water, electricity, gas and other fuels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","05","Furnishings, household equipment and routine household maintenance","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","06","Health","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","07","Transport","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","08","Communications","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","09","Recreation and culture","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","10","Education","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","11","Restaurants and hotels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1975","1975","12","Miscellaneous goods and services","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","-","All items","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","01","Food and non-alcoholic beverages","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","02","Alcoholic beverages and tobacco","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","03","Clothing and footwear","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","04","Housing, water, electricity, gas and other fuels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","05","Furnishings, household equipment and routine household maintenance","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","06","Health","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","07","Transport","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","08","Communications","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","09","Recreation and culture","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","10","Education","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","11","Restaurants and hotels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1976","1976","12","Miscellaneous goods and services","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","-","All items","%","13.8"
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","01","Food and non-alcoholic beverages","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","02","Alcoholic beverages and tobacco","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","03","Clothing and footwear","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","04","Housing, water, electricity, gas and other fuels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","05","Furnishings, household equipment and routine household maintenance","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","06","Health","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","07","Transport","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","08","Communications","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","09","Recreation and culture","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","10","Education","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","11","Restaurants and hotels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1977","1977","12","Miscellaneous goods and services","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","-","All items","%","7.7"
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","01","Food and non-alcoholic beverages","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","02","Alcoholic beverages and tobacco","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","03","Clothing and footwear","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","04","Housing, water, electricity, gas and other fuels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","05","Furnishings, household equipment and routine household maintenance","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","06","Health","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","07","Transport","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","08","Communications","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","09","Recreation and culture","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","10","Education","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","11","Restaurants and hotels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1978","1978","12","Miscellaneous goods and services","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","-","All items","%","13"
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","01","Food and non-alcoholic beverages","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","02","Alcoholic beverages and tobacco","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","03","Clothing and footwear","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","04","Housing, water, electricity, gas and other fuels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","05","Furnishings, household equipment and routine household maintenance","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","06","Health","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","07","Transport","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","08","Communications","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","09","Recreation and culture","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","10","Education","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","11","Restaurants and hotels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1979","1979","12","Miscellaneous goods and services","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","-","All items","%","18.3"
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","01","Food and non-alcoholic beverages","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","02","Alcoholic beverages and tobacco","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","03","Clothing and footwear","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","04","Housing, water, electricity, gas and other fuels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","05","Furnishings, household equipment and routine household maintenance","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","06","Health","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","07","Transport","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","08","Communications","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","09","Recreation and culture","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","10","Education","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","11","Restaurants and hotels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1980","1980","12","Miscellaneous goods and services","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","-","All items","%","20.4"
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","01","Food and non-alcoholic beverages","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","02","Alcoholic beverages and tobacco","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","03","Clothing and footwear","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","04","Housing, water, electricity, gas and other fuels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","05","Furnishings, household equipment and routine household maintenance","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","06","Health","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","07","Transport","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","08","Communications","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","09","Recreation and culture","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","10","Education","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","11","Restaurants and hotels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1981","1981","12","Miscellaneous goods and services","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","-","All items","%","17.2"
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","01","Food and non-alcoholic beverages","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","02","Alcoholic beverages and tobacco","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","03","Clothing and footwear","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","04","Housing, water, electricity, gas and other fuels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","05","Furnishings, household equipment and routine household maintenance","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","06","Health","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","07","Transport","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","08","Communications","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","09","Recreation and culture","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","10","Education","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","11","Restaurants and hotels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1982","1982","12","Miscellaneous goods and services","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","-","All items","%","10.5"
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","01","Food and non-alcoholic beverages","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","02","Alcoholic beverages and tobacco","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","03","Clothing and footwear","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","04","Housing, water, electricity, gas and other fuels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","05","Furnishings, household equipment and routine household maintenance","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","06","Health","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","07","Transport","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","08","Communications","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","09","Recreation and culture","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","10","Education","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","11","Restaurants and hotels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1983","1983","12","Miscellaneous goods and services","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1984","1984","-","All items","%","8.6"
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1984","1984","01","Food and non-alcoholic beverages","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1984","1984","02","Alcoholic beverages and tobacco","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1984","1984","03","Clothing and footwear","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1984","1984","04","Housing, water, electricity, gas and other fuels","%",""
"CPA01C05","Annual Average Percentage Change in Consumer Price Index","1984","1984","05","Furnishings, household equipment and routine household maintenance","%",""
